1,02;18:53:27;04/04/2026
2,69;18:53:27;04/04/2026
1,02;18:53:14;04/04/2026
3,48;18:52:45;04/04/2026
43,24;18:51:48;04/04/2026
1,49;18:51:30;04/04/2026
1,93;18:51:10;04/04/2026
3,05;18:50:45;04/04/2026
1,09;18:50:31;04/04/2026
1,37;18:50:15;04/04/2026
1,00;18:50:02;04/04/2026
4,68;18:49:30;04/04/2026
6,70;18:48:55;04/04/2026
7,36;18:48:17;04/04/2026
1,32;18:48:00;04/04/2026
1,10;18:47:45;04/04/2026
1,78;18:47:26;04/04/2026
11,07;18:46:43;04/04/2026
1,21;18:46:27;04/04/2026
10,92;18:45:46;04/04/2026
1,75;18:45:26;04/04/2026
6,37;18:44:51;04/04/2026
2,20;18:44:30;04/04/2026
1,90;18:44:09;04/04/2026
1,36;18:43:52;04/04/2026
6,42;18:43:17;04/04/2026
1,74;18:42:58;04/04/2026
1,00;18:42:45;04/04/2026
4,20;18:42:19;04/04/2026
2,78;18:42:19;04/04/2026
4,20;18:41:49;04/04/2026
1,64;18:41:30;04/04/2026
1,03;18:41:16;04/04/2026
1,43;18:40:58;04/04/2026
2,15;18:40:36;04/04/2026
2,29;18:40:10;04/04/2026
4,16;18:39:40;04/04/2026
3,20;18:39:14;04/04/2026
12,66;18:38:27;04/04/2026
8,21;18:37:50;04/04/2026
1,04;18:37:37;04/04/2026
1,96;18:37:15;04/04/2026
2,90;18:36:50;04/04/2026
3,98;18:36:17;04/04/2026
27,56;18:35:25;04/04/2026
1,39;18:35:08;04/04/2026
1,60;18:34:50;04/04/2026
3,38;18:34:22;04/04/2026
2,37;18:34:00;04/04/2026
1,69;18:33:37;04/04/2026
1,00;18:33:23;04/04/2026
13,44;18:32:39;04/04/2026
1,27;18:32:23;04/04/2026
15,56;18:31:35;04/04/2026
21,97;18:30:45;04/04/2026
3,18;18:30:15;04/04/2026
1,58;18:29:56;04/04/2026
3,66;18:29:29;04/04/2026
1,00;18:29:15;04/04/2026
4,24;18:28:46;04/04/2026
25,56;18:27:55;04/04/2026
1,42;18:27:37;04/04/2026
1,09;18:27:24;04/04/2026
1,00;18:27:12;04/04/2026
1,92;18:26:52;04/04/2026
10,64;18:26:09;04/04/2026
125,83;18:24:59;04/04/2026
2,64;18:24:34;04/04/2026
3,05;18:24:07;04/04/2026
1,65;18:23:49;04/04/2026
12,90;18:23:05;04/04/2026
1,51;18:22:48;04/04/2026
2,16;18:22:27;04/04/2026
2,38;18:22:05;04/04/2026
3,62;18:21:35;04/04/2026
1,46;18:21:18;04/04/2026
9,73;18:20:39;04/04/2026
1,48;18:20:21;04/04/2026
1,15;18:20:07;04/04/2026
1,61;18:19:47;04/04/2026
1,46;18:19:29;04/04/2026
3,57;18:19:01;04/04/2026
10,76;18:18:20;04/04/2026
2,31;18:17:59;04/04/2026
1,04;18:17:45;04/04/2026
1,71;18:17:26;04/04/2026
1,97;18:17:05;04/04/2026
1,00;18:16:50;04/04/2026
5,39;18:16:13;04/04/2026
2,12;18:15:52;04/04/2026
1,53;18:15:34;04/04/2026
6,15;18:15:00;04/04/2026
4,73;18:14:29;04/04/2026
1,30;18:14:13;04/04/2026
1,30;18:13:57;04/04/2026
1,43;18:13:40;04/04/2026
4,25;18:13:10;04/04/2026
5,26;18:12:37;04/04/2026
1,73;18:12:17;04/04/2026
1,48;18:11:59;04/04/2026
5,81;18:11:23;04/04/2026
1,09;18:11:10;04/04/2026
73,65;18:10:06;04/04/2026
3,66;18:09:36;04/04/2026
21,11;18:08:47;04/04/2026
1,45;18:08:30;04/04/2026
2,35;18:08:07;04/04/2026
3,84;18:07:34;04/04/2026
1,95;18:07:13;04/04/2026
8,11;18:06:33;04/04/2026
6,83;18:05:58;04/04/2026
11,61;18:05:15;04/04/2026
6,09;18:04:41;04/04/2026
1,93;18:04:19;04/04/2026
4,34;18:03:48;04/04/2026
10,10;18:03:08;04/04/2026
1,00;18:02:55;04/04/2026
2,27;18:02:32;04/04/2026
4,04;18:02:03;04/04/2026
1,04;18:01:51;04/04/2026
18,09;18:01:04;04/04/2026
3,21;18:00:38;04/04/2026
1,74;18:00:16;04/04/2026
9,38;17:59:35;04/04/2026
2,00;17:59:15;04/04/2026
2,33;17:58:52;04/04/2026
1,55;17:58:35;04/04/2026
3,20;17:58:09;04/04/2026
13,53;17:57:24;04/04/2026
1,48;17:57:08;04/04/2026
3288,26;17:55:19;04/04/2026
1,03;17:55:06;04/04/2026
4,65;17:54:37;04/04/2026
2,07;17:54:17;04/04/2026
2,52;17:53:54;04/04/2026
1,48;17:53:38;04/04/2026
4,36;17:53:09;04/04/2026
2,39;17:52:48;04/04/2026
1,53;17:52:30;04/04/2026
2,25;17:52:09;04/04/2026
1,09;17:51:55;04/04/2026
44,91;17:50:58;04/04/2026
6,22;17:50:25;04/04/2026
1,02;17:50:13;04/04/2026
2,18;17:49:52;04/04/2026
1,39;17:49:37;04/04/2026
1,48;17:49:21;04/04/2026
9,59;17:48:43;04/04/2026
2,52;17:48:21;04/04/2026
3,94;17:47:53;04/04/2026
1,78;17:47:35;04/04/2026
2,15;17:47:14;04/04/2026
1,00;17:47:04;04/04/2026
1,08;17:46:52;04/04/2026
1,15;17:46:39;04/04/2026
1,06;17:46:27;04/04/2026
1,35;17:46:12;04/04/2026
2,69;17:45:48;04/04/2026
1,18;17:45:31;04/04/2026
1,60;17:45:31;04/04/2026
1,18;17:45:18;04/04/2026
1,51;17:45:01;04/04/2026
3,81;17:44:33;04/04/2026
1,41;17:44:17;04/04/2026
228,11;17:43:01;04/04/2026
1,25;17:42:47;04/04/2026
1,47;17:42:30;04/04/2026
8,43;17:41:51;04/04/2026
3,26;17:41:25;04/04/2026
1,00;17:41:13;04/04/2026
6,18;17:40:39;04/04/2026
1,02;17:40:27;04/04/2026
1,17;17:40:13;04/04/2026
1,01;17:40:00;04/04/2026
1,37;17:39:45;04/04/2026
1,66;17:39:28;04/04/2026
2,61;17:39:04;04/04/2026
589,33;17:37:36;04/04/2026
1,84;17:37:17;04/04/2026
1,96;17:36:57;04/04/2026
2,08;17:36:36;04/04/2026
1,78;17:36:17;04/04/2026
1,13;17:36:04;04/04/2026
